,age,job,salary,balance,default,housing,loan,contact,day,month,duration,campaign,previous,poutcome,target,marital,education
42880,30,student,4000.0,4,no,no,no,cellular,4,feb,443,2,0,unknown,no,single,secondary
42881,35,technician,60000.0,144,no,yes,yes,cellular,4,feb,202,4,20,failure,no,single,tertiary
42882,28,management,100000.0,5474,no,no,no,cellular,4,feb,181,4,5,success,no,single,tertiary
42883,35,unemployed,8000.0,415,no,no,no,cellular,4,feb,649,1,1,failure,yes,single,tertiary
42884,21,student,4000.0,210,no,no,no,telephone,4,feb,123,2,1,failure,no,single,secondary
42885,80,retired,55000.0,2354,no,no,no,telephone,4,feb,739,1,2,failure,yes,married,secondary
42886,61,management,100000.0,175,no,no,no,telephone,4,feb,79,2,2,success,no,married,tertiary
42887,38,technician,60000.0,318,no,no,no,cellular,4,feb,383,1,5,failure,yes,married,secondary
42888,63,housemaid,16000.0,2,no,no,no,cellular,4,feb,45,2,1,success,no,married,secondary
42889,48,blue-collar,20000.0,1730,no,yes,no,cellular,4,feb,489,1,2,failure,yes,married,secondary
42890,76,retired,55000.0,0,no,no,no,telephone,4,feb,92,3,1,failure,no,married,tertiary
42891,28,services,70000.0,1059,no,no,no,cellular,4,feb,146,5,1,other,no,single,secondary
42892,29,services,70000.0,1788,no,no,no,cellular,4,feb,303,1,1,success,no,single,tertiary
42893,39,technician,60000.0,0,no,yes,yes,cellular,4,feb,60,1,0,unknown,no,married,secondary
42894,29,management,100000.0,308,no,no,no,cellular,4,feb,162,2,1,failure,no,single,tertiary
42895,30,blue-collar,20000.0,228,no,no,no,cellular,5,feb,232,1,1,failure,no,single,secondary
42896,33,technician,60000.0,696,no,no,yes,cellular,5,feb,193,1,8,failure,no,single,tertiary
42897,32,blue-collar,20000.0,228,no,no,no,telephone,5,feb,176,1,3,failure,no,single,secondary
42898,25,management,100000.0,448,no,no,no,cellular,5,feb,151,1,1,success,yes,married,unknown
42899,34,management,100000.0,382,no,no,no,cellular,5,feb,148,1,1,failure,no,single,tertiary
42900,76,retired,55000.0,2302,no,no,no,telephone,5,feb,110,1,2,failure,no,married,secondary
42901,34,management,100000.0,1778,no,no,no,cellular,5,feb,99,1,3,success,no,married,tertiary
42902,30,student,4000.0,145,no,no,no,cellular,5,feb,96,3,1,failure,no,single,unknown
42903,36,admin.,50000.0,994,no,no,no,cellular,5,feb,195,1,5,failure,yes,single,tertiary
42904,32,admin.,50000.0,3188,no,no,no,cellular,5,feb,65,2,1,other,no,single,tertiary
42905,42,admin.,50000.0,1536,no,no,no,cellular,5,feb,132,1,3,success,no,married,tertiary
42906,36,management,100000.0,1057,no,no,no,cellular,5,feb,383,2,0,unknown,no,divorced,tertiary
42907,37,admin.,50000.0,96,no,no,no,cellular,5,feb,102,1,3,success,no,married,secondary
42908,71,retired,55000.0,4388,no,no,no,cellular,5,feb,346,1,3,other,no,married,tertiary
42909,29,housemaid,16000.0,19,no,no,no,cellular,5,feb,110,2,2,success,yes,single,tertiary
42910,27,management,100000.0,145,no,yes,no,cellular,5,feb,67,3,0,unknown,no,single,secondary
42911,43,management,100000.0,0,no,yes,no,cellular,5,feb,280,2,0,unknown,no,married,tertiary
42912,58,unemployed,8000.0,1625,no,no,no,cellular,5,feb,286,2,0,unknown,yes,married,secondary
42913,73,retired,55000.0,443,no,no,no,cellular,5,feb,133,2,0,unknown,no,married,tertiary
42914,34,blue-collar,20000.0,1221,no,yes,no,cellular,5,feb,210,2,6,failure,no,married,secondary
42915,29,blue-collar,20000.0,3310,no,no,no,cellular,5,feb,276,2,0,unknown,no,married,secondary
42916,49,blue-collar,20000.0,171,no,no,no,telephone,5,feb,260,6,0,unknown,no,married,secondary
42917,52,management,100000.0,339,no,no,no,telephone,5,feb,124,7,0,unknown,no,married,unknown
42918,65,retired,55000.0,343,no,no,no,telephone,5,feb,159,2,0,unknown,no,married,primary
42919,33,management,100000.0,2750,no,no,no,cellular,5,feb,242,1,0,unknown,no,married,tertiary
42920,25,management,100000.0,145,no,no,no,cellular,5,feb,145,1,1,failure,no,single,tertiary
42921,32,technician,60000.0,2976,no,yes,no,cellular,5,feb,783,1,5,failure,yes,married,tertiary
42922,41,admin.,50000.0,1232,no,no,no,cellular,5,feb,217,1,0,unknown,no,divorced,secondary
42923,42,admin.,50000.0,490,no,yes,no,cellular,8,feb,203,2,1,failure,no,divorced,secondary
42924,46,blue-collar,20000.0,1144,no,yes,no,cellular,8,feb,376,2,3,other,yes,married,secondary
42925,23,admin.,50000.0,897,no,yes,no,cellular,8,feb,190,2,8,failure,yes,single,tertiary
42926,84,retired,55000.0,2619,no,no,no,telephone,8,feb,145,2,2,failure,no,divorced,primary
42927,67,retired,55000.0,704,no,no,no,cellular,8,feb,186,2,1,success,yes,divorced,secondary
42928,34,technician,60000.0,3000,no,yes,yes,cellular,8,feb,215,3,1,failure,no,married,secondary
42929,30,management,100000.0,1996,no,no,no,cellular,8,feb,1133,3,1,other,yes,married,tertiary
42930,22,student,4000.0,216,no,no,no,cellular,8,feb,363,1,1,success,yes,single,secondary
42931,56,admin.,50000.0,2038,no,no,no,cellular,8,feb,405,1,1,success,no,married,unknown
42932,24,technician,60000.0,556,no,yes,no,cellular,8,feb,278,1,4,success,yes,married,secondary
42933,47,admin.,50000.0,97,no,yes,no,cellular,8,feb,340,3,0,unknown,no,married,tertiary
42934,53,retired,55000.0,4968,no,no,no,cellular,8,feb,94,1,1,other,no,married,secondary
42935,45,admin.,50000.0,1206,no,no,no,telephone,8,feb,309,1,3,failure,yes,married,secondary
42936,28,management,100000.0,266,no,no,no,cellular,8,feb,108,1,0,unknown,no,single,tertiary
42937,39,management,100000.0,1301,no,no,no,cellular,8,feb,185,2,1,failure,no,married,tertiary
42938,40,management,100000.0,1855,no,no,no,telephone,8,feb,78,6,0,unknown,yes,married,tertiary
42939,79,retired,55000.0,631,no,no,no,telephone,8,feb,105,2,1,failure,no,divorced,secondary
42940,29,management,100000.0,698,no,no,no,cellular,8,feb,186,1,0,unknown,no,single,unknown
42941,35,management,100000.0,62,no,no,no,cellular,8,feb,469,2,2,failure,yes,married,tertiary
42942,36,management,100000.0,1257,no,no,no,cellular,8,feb,108,9,1,other,no,married,tertiary
42943,53,admin.,50000.0,1228,no,yes,yes,cellular,8,feb,116,2,1,success,no,married,secondary
42944,52,management,100000.0,3634,no,no,no,cellular,8,feb,341,8,0,unknown,yes,married,tertiary
42945,33,student,4000.0,1536,no,no,no,cellular,9,feb,359,1,3,success,yes,married,secondary
42946,60,technician,60000.0,824,no,yes,no,cellular,9,feb,127,1,7,other,yes,married,secondary
42947,24,student,4000.0,235,no,no,no,cellular,9,feb,98,1,1,success,yes,single,tertiary
42948,18,student,4000.0,108,no,no,no,cellular,9,feb,92,1,1,success,yes,single,unknown
42949,65,entrepreneur,120000.0,2331,no,no,no,telephone,9,feb,290,1,1,success,yes,married,tertiary
42950,25,student,4000.0,125,no,no,no,cellular,9,feb,215,1,2,success,yes,single,secondary
42951,58,technician,60000.0,7554,no,no,no,telephone,9,feb,167,1,1,success,no,married,secondary
42952,36,technician,60000.0,27,no,yes,no,cellular,9,feb,631,1,2,success,yes,single,secondary
42953,27,management,100000.0,390,no,no,no,cellular,9,feb,120,2,2,failure,yes,single,tertiary
42954,32,technician,60000.0,1527,no,yes,no,cellular,9,feb,172,1,3,failure,no,single,tertiary
42955,35,admin.,50000.0,-32,no,no,yes,cellular,9,feb,63,4,5,failure,yes,single,secondary
42956,39,blue-collar,20000.0,172,no,yes,no,cellular,9,feb,125,2,2,failure,yes,single,tertiary
42957,53,admin.,50000.0,10541,no,no,no,cellular,9,feb,164,2,1,success,yes,married,secondary
42958,23,student,4000.0,480,no,no,no,cellular,9,feb,742,2,1,failure,yes,single,secondary
42959,34,admin.,50000.0,2374,no,yes,no,cellular,9,feb,243,2,3,success,yes,married,secondary
42960,33,management,100000.0,935,no,no,no,cellular,9,feb,385,2,8,success,yes,single,tertiary
42961,33,technician,60000.0,2085,no,no,no,cellular,9,feb,501,2,0,unknown,yes,single,secondary
42962,36,management,100000.0,479,no,no,no,cellular,9,feb,629,2,0,unknown,yes,single,tertiary
42963,47,admin.,50000.0,0,no,no,yes,cellular,10,feb,86,2,2,other,no,married,secondary
42964,52,unemployed,8000.0,94,no,no,no,cellular,10,feb,153,1,13,success,yes,married,secondary
42965,33,management,100000.0,22867,no,yes,no,cellular,10,feb,165,1,5,success,no,married,tertiary
42966,36,student,4000.0,417,no,no,no,cellular,10,feb,151,1,0,unknown,yes,single,unknown
42967,42,services,70000.0,94,no,yes,no,cellular,10,feb,151,1,6,success,no,single,tertiary
42968,55,technician,60000.0,3450,no,no,no,cellular,10,feb,169,1,1,failure,yes,divorced,secondary
42969,60,retired,55000.0,1853,no,no,no,cellular,10,feb,234,1,1,success,yes,married,secondary
42970,38,admin.,50000.0,3954,no,yes,no,cellular,10,feb,201,1,3,failure,no,single,tertiary
42971,61,retired,55000.0,2557,no,yes,no,cellular,10,feb,158,2,5,success,yes,married,tertiary
42972,58,technician,60000.0,589,no,yes,no,cellular,10,feb,511,3,6,success,yes,married,secondary
42973,48,unemployed,8000.0,201,no,no,no,cellular,10,feb,406,2,2,success,yes,divorced,secondary
42974,35,technician,60000.0,7050,no,no,no,cellular,10,feb,278,3,1,success,yes,married,tertiary
42975,34,management,100000.0,2885,no,no,no,cellular,10,feb,314,2,4,other,yes,divorced,tertiary
42976,58,management,100000.0,2155,no,no,yes,cellular,10,feb,135,2,5,success,yes,married,secondary
42977,39,technician,60000.0,902,no,yes,no,cellular,10,feb,691,2,5,failure,yes,divorced,secondary
42978,70,retired,55000.0,579,no,no,no,cellular,11,feb,82,2,1,failure,no,married,primary
42979,44,management,100000.0,1791,no,no,no,cellular,11,feb,71,1,1,success,yes,married,tertiary
42980,54,unknown,60000.0,2206,no,no,no,cellular,11,feb,449,1,3,success,yes,married,secondary
42981,27,student,4000.0,5291,no,no,no,cellular,11,feb,293,1,4,success,yes,single,tertiary
42982,33,unemployed,8000.0,1211,no,no,no,cellular,11,feb,535,1,1,success,yes,married,secondary
42983,77,retired,55000.0,638,no,no,no,cellular,11,feb,288,1,1,success,yes,married,secondary
42984,75,retired,55000.0,37127,no,no,no,cellular,11,feb,505,1,0,unknown,no,divorced,primary
42985,57,housemaid,16000.0,501,no,yes,yes,cellular,11,feb,105,7,2,failure,no,married,primary
42986,30,admin.,50000.0,4448,no,no,no,cellular,11,feb,112,8,0,unknown,yes,single,secondary
42987,31,management,100000.0,533,no,no,no,cellular,11,feb,144,1,9,success,yes,single,tertiary
42988,61,retired,55000.0,5267,no,no,no,cellular,11,feb,226,3,0,unknown,yes,married,tertiary
42989,76,retired,55000.0,3324,no,no,no,cellular,11,feb,309,1,4,success,yes,married,primary
42990,75,blue-collar,20000.0,6053,no,no,no,cellular,11,feb,865,2,1,failure,no,married,secondary
42991,28,blue-collar,20000.0,61,no,yes,no,cellular,11,feb,253,1,4,success,yes,married,secondary
42992,35,management,100000.0,0,no,yes,no,cellular,11,feb,391,2,5,success,yes,married,tertiary
42993,59,technician,60000.0,116,no,no,no,cellular,11,feb,268,1,7,success,yes,married,secondary
42994,42,blue-collar,20000.0,413,no,yes,no,cellular,11,feb,456,2,2,success,yes,married,secondary
42995,35,self-employed,60000.0,353,no,no,no,cellular,11,feb,352,1,1,success,yes,single,tertiary
42996,48,entrepreneur,120000.0,315,no,no,no,unknown,11,feb,271,1,0,unknown,yes,single,secondary
42997,44,technician,60000.0,451,no,no,no,cellular,11,feb,203,1,2,success,no,single,secondary
42998,71,retired,55000.0,1712,no,no,no,cellular,11,feb,660,1,0,unknown,yes,married,secondary
42999,60,retired,55000.0,523,no,no,no,cellular,11,feb,467,1,3,success,yes,married,secondary
43000,34,blue-collar,20000.0,1454,no,yes,no,cellular,11,feb,231,2,2,failure,yes,married,secondary
43001,57,retired,55000.0,9367,no,no,no,cellular,11,feb,981,1,6,success,yes,married,primary
43002,49,technician,60000.0,0,no,yes,no,cellular,11,feb,283,3,0,unknown,no,divorced,secondary
43003,75,retired,55000.0,291,no,no,no,cellular,11,feb,515,1,1,failure,yes,married,secondary
43004,39,blue-collar,20000.0,1382,no,yes,no,cellular,11,feb,397,2,0,unknown,yes,married,secondary
43005,64,retired,55000.0,846,no,no,no,cellular,11,feb,671,1,3,failure,yes,married,tertiary
43006,66,retired,55000.0,780,no,no,no,cellular,12,feb,388,4,0,unknown,no,married,secondary
43007,36,technician,60000.0,341,no,no,no,cellular,12,feb,419,2,1,success,yes,married,tertiary
43008,27,admin.,50000.0,255,no,no,no,cellular,12,feb,123,1,4,success,no,single,secondary
43009,29,technician,60000.0,113,no,no,no,cellular,12,feb,328,2,4,success,yes,single,secondary
43010,34,management,100000.0,13014,no,no,no,cellular,12,feb,637,1,1,success,yes,single,tertiary
43011,26,unemployed,8000.0,632,no,no,no,cellular,12,feb,218,1,0,unknown,yes,single,secondary
43012,34,management,100000.0,417,no,yes,no,cellular,12,feb,155,10,5,failure,no,single,tertiary
43013,41,management,100000.0,27696,no,no,no,cellular,12,feb,138,2,3,success,yes,married,tertiary
43014,47,blue-collar,20000.0,3715,no,no,no,cellular,12,feb,171,2,4,other,yes,married,secondary
43015,52,management,100000.0,4675,no,no,no,cellular,12,feb,181,3,0,unknown,yes,married,tertiary
43016,36,blue-collar,20000.0,2843,no,no,no,cellular,12,feb,473,1,1,success,no,divorced,secondary
43017,32,technician,60000.0,3271,no,no,no,cellular,12,feb,375,1,1,other,yes,married,secondary
43018,51,management,100000.0,346,no,no,no,cellular,12,feb,122,1,5,success,yes,married,tertiary
43019,34,management,100000.0,8000,no,no,no,cellular,12,feb,291,1,2,failure,yes,married,tertiary
43020,21,student,4000.0,123,no,no,no,telephone,12,feb,379,5,2,success,yes,single,secondary
43021,41,technician,60000.0,4276,no,yes,no,cellular,12,feb,103,3,0,unknown,no,divorced,tertiary
43022,54,technician,60000.0,10185,no,no,no,cellular,12,feb,251,1,3,success,yes,married,secondary
43023,35,technician,60000.0,992,no,yes,no,telephone,12,feb,1416,1,4,failure,no,single,tertiary
43024,29,management,100000.0,1026,no,no,no,cellular,12,feb,138,2,2,success,yes,single,tertiary
43025,32,management,100000.0,905,no,no,no,cellular,12,feb,666,4,0,unknown,yes,married,tertiary
43026,38,services,70000.0,775,no,no,no,cellular,12,feb,1835,3,2,success,yes,married,secondary
43027,48,unemployed,8000.0,926,no,no,no,cellular,15,feb,382,4,6,success,yes,married,secondary
43028,46,management,100000.0,349,no,no,no,cellular,15,feb,295,2,1,failure,yes,married,tertiary
43029,32,technician,60000.0,484,no,yes,no,cellular,15,feb,83,6,3,success,yes,married,secondary
43030,49,services,70000.0,1830,no,yes,no,cellular,15,feb,136,1,0,unknown,yes,married,primary
43031,75,retired,55000.0,7819,no,no,no,cellular,15,feb,261,1,4,other,no,married,unknown
43032,37,management,100000.0,2987,no,yes,no,cellular,15,feb,93,1,9,failure,yes,married,tertiary
43033,37,technician,60000.0,197,no,no,no,cellular,15,feb,531,1,2,success,yes,single,tertiary
43034,23,student,4000.0,431,no,no,no,cellular,15,feb,201,3,2,success,yes,single,secondary
43035,58,admin.,50000.0,169,no,no,no,cellular,15,feb,216,1,4,success,yes,married,secondary
43036,45,management,100000.0,226,no,yes,no,cellular,15,feb,91,4,6,success,yes,married,tertiary
43037,47,unemployed,8000.0,44,no,no,no,cellular,15,feb,374,1,1,success,no,single,tertiary
43038,30,unemployed,8000.0,2424,no,no,no,cellular,15,feb,337,1,2,success,yes,single,secondary
43039,30,admin.,50000.0,41,no,yes,no,cellular,15,feb,68,4,2,success,no,single,tertiary
43040,25,services,70000.0,199,no,no,no,cellular,15,feb,101,2,0,unknown,no,single,secondary
43041,23,student,4000.0,1234,no,no,no,cellular,15,feb,379,1,1,success,yes,single,secondary
43042,34,management,100000.0,271,no,yes,no,cellular,15,feb,308,1,4,success,yes,married,tertiary
43043,27,management,100000.0,-69,no,yes,no,cellular,15,feb,205,3,0,unknown,yes,single,tertiary
43044,28,student,4000.0,1562,no,no,no,cellular,15,feb,659,4,0,unknown,yes,single,tertiary
43045,65,retired,55000.0,3409,no,no,no,cellular,15,feb,92,2,0,unknown,no,married,secondary
43046,77,retired,55000.0,2590,no,no,no,telephone,15,feb,112,5,15,success,no,married,primary
43047,61,self-employed,60000.0,52587,no,no,no,cellular,15,feb,394,3,1,success,yes,divorced,tertiary
43048,27,blue-collar,20000.0,535,no,no,no,cellular,15,feb,171,1,2,success,yes,single,secondary
43049,34,management,100000.0,2159,no,no,no,unknown,18,feb,386,1,0,unknown,yes,single,tertiary
43050,28,admin.,50000.0,167,no,yes,yes,cellular,18,feb,126,2,0,unknown,no,married,tertiary
43051,50,admin.,50000.0,5361,no,no,no,cellular,18,feb,276,3,1,failure,no,married,secondary
43052,58,management,100000.0,473,no,no,no,cellular,18,feb,1109,1,1,success,yes,married,tertiary
43053,52,technician,60000.0,195,no,yes,no,cellular,18,feb,220,1,5,failure,yes,married,secondary
43054,26,technician,60000.0,3411,no,no,no,cellular,18,feb,236,1,2,success,no,single,tertiary
43055,59,management,100000.0,2764,no,no,no,cellular,18,feb,459,1,3,failure,no,married,tertiary
43056,64,retired,55000.0,1612,no,no,no,cellular,18,feb,362,1,4,failure,no,married,secondary
43057,38,admin.,50000.0,407,no,yes,yes,cellular,18,feb,146,1,1,failure,no,divorced,secondary
43058,48,admin.,50000.0,660,no,no,no,cellular,18,feb,318,1,2,success,yes,married,secondary
43059,28,technician,60000.0,154,no,yes,no,cellular,18,feb,416,2,0,unknown,yes,single,secondary
43060,35,management,100000.0,681,no,no,no,cellular,18,feb,737,1,2,success,yes,single,tertiary
43061,66,retired,55000.0,2326,no,no,yes,cellular,18,feb,232,1,1,success,yes,married,secondary
43062,25,self-employed,60000.0,1179,no,no,no,cellular,18,feb,150,2,3,failure,no,single,unknown
43063,33,management,100000.0,2213,no,no,no,cellular,18,feb,240,1,9,failure,no,married,tertiary
43064,52,services,70000.0,961,no,no,yes,cellular,18,feb,222,1,4,failure,yes,married,secondary
43065,26,admin.,50000.0,2532,no,yes,yes,cellular,18,feb,269,1,0,unknown,yes,single,tertiary
43066,36,unemployed,8000.0,1466,no,yes,no,unknown,19,feb,124,1,0,unknown,no,married,secondary
43067,38,management,100000.0,455,no,yes,no,cellular,19,feb,255,2,6,success,yes,single,tertiary
43068,59,self-employed,60000.0,2013,no,no,no,cellular,19,feb,222,4,2,success,yes,married,tertiary
43069,53,technician,60000.0,4807,no,no,no,telephone,19,feb,255,3,0,unknown,no,married,secondary
43070,47,blue-collar,20000.0,1568,no,yes,no,cellular,19,feb,388,1,7,success,yes,married,secondary
43071,48,management,100000.0,0,no,no,yes,cellular,19,feb,204,4,1,success,yes,married,tertiary
43072,56,retired,55000.0,16432,no,no,no,cellular,19,feb,702,2,2,failure,no,married,primary
43073,22,student,4000.0,1215,no,no,no,cellular,19,feb,145,3,1,failure,yes,single,unknown
43074,82,retired,55000.0,121,no,no,no,telephone,19,feb,330,1,0,unknown,yes,married,secondary
43075,27,blue-collar,20000.0,377,no,no,no,cellular,19,feb,645,2,0,unknown,yes,single,primary
43076,60,retired,55000.0,1,no,no,no,cellular,19,feb,302,1,1,success,yes,divorced,secondary
43077,44,blue-collar,20000.0,622,no,yes,no,unknown,21,feb,66,1,0,unknown,no,married,primary
43078,53,management,100000.0,597,no,no,no,unknown,22,feb,392,1,0,unknown,yes,married,tertiary
43079,27,student,4000.0,5741,no,no,no,cellular,22,feb,368,1,2,failure,no,single,tertiary
43080,57,retired,55000.0,1230,no,no,no,cellular,22,feb,200,1,0,unknown,no,married,secondary
43081,59,unemployed,8000.0,7469,no,no,no,cellular,22,feb,287,1,1,failure,no,divorced,secondary
43082,39,management,100000.0,763,no,no,no,cellular,22,feb,543,1,1,failure,yes,single,tertiary
43083,27,unknown,60000.0,326,no,no,no,cellular,22,feb,326,1,0,unknown,yes,single,unknown
43084,39,admin.,50000.0,1176,no,no,no,cellular,22,feb,327,1,0,unknown,no,divorced,tertiary
43085,64,retired,55000.0,243,no,no,no,cellular,22,feb,144,1,1,failure,no,married,secondary
43086,55,retired,55000.0,2204,no,no,no,cellular,22,feb,261,1,1,failure,yes,divorced,secondary
43087,57,blue-collar,20000.0,1686,no,no,no,telephone,22,feb,219,4,2,failure,no,married,secondary
43088,51,management,100000.0,1277,no,no,no,cellular,22,feb,143,5,1,failure,no,single,unknown
43089,37,blue-collar,20000.0,4321,no,no,no,cellular,22,feb,276,3,3,failure,no,married,secondary
43090,33,unemployed,8000.0,4874,no,no,no,telephone,22,feb,363,2,0,unknown,no,single,tertiary
43091,60,management,100000.0,0,no,no,no,telephone,22,feb,230,2,6,failure,no,married,secondary
43092,33,unemployed,8000.0,396,no,no,no,cellular,22,feb,382,3,0,unknown,no,single,primary
43093,35,management,100000.0,1380,no,no,no,cellular,23,feb,155,1,0,unknown,yes,married,tertiary
43094,26,management,100000.0,0,no,no,no,cellular,23,feb,176,1,0,unknown,no,single,tertiary
43095,30,technician,60000.0,341,no,no,no,unknown,23,feb,20,1,0,unknown,no,single,secondary
43096,23,student,4000.0,381,no,no,no,cellular,23,feb,696,1,2,other,yes,single,secondary
43097,80,housemaid,16000.0,0,no,no,no,cellular,23,feb,639,1,1,failure,yes,married,primary
43098,29,student,4000.0,67,no,no,no,cellular,23,feb,211,1,5,success,yes,single,secondary
43099,47,admin.,50000.0,368,no,no,no,cellular,23,feb,269,1,5,success,yes,married,secondary
43100,72,retired,55000.0,438,no,no,no,cellular,23,feb,279,1,0,unknown,yes,divorced,tertiary
43101,45,management,100000.0,483,no,no,no,cellular,23,feb,95,2,11,other,yes,single,tertiary
43102,35,housemaid,16000.0,11219,no,no,no,cellular,23,feb,135,1,3,failure,no,married,tertiary
43103,37,unemployed,8000.0,7620,no,no,no,telephone,23,feb,367,1,6,failure,yes,married,tertiary
43104,29,self-employed,60000.0,805,no,no,no,cellular,23,feb,132,1,7,failure,yes,single,tertiary
43105,40,management,100000.0,0,no,yes,no,cellular,23,feb,228,2,6,failure,yes,single,tertiary
43106,33,management,100000.0,101,no,yes,no,cellular,23,feb,393,2,1,other,no,single,tertiary
43107,32,technician,60000.0,324,no,no,yes,cellular,23,feb,432,1,0,unknown,yes,single,secondary
43108,35,management,100000.0,747,no,no,no,cellular,23,feb,141,2,3,failure,no,single,tertiary
43109,32,management,100000.0,302,no,yes,yes,unknown,23,feb,61,1,2,failure,yes,married,tertiary
43110,40,blue-collar,20000.0,118,no,no,no,unknown,23,feb,16,1,0,unknown,no,single,primary
43111,79,retired,55000.0,1910,no,no,no,telephone,24,feb,98,2,0,unknown,no,divorced,primary
43112,48,unemployed,8000.0,1571,no,yes,no,cellular,24,feb,104,3,0,unknown,no,married,tertiary
43113,43,self-employed,60000.0,10072,no,no,no,cellular,24,feb,145,1,4,failure,no,married,tertiary
43114,54,technician,60000.0,65,no,no,no,cellular,24,feb,87,1,3,failure,no,married,secondary
43115,40,technician,60000.0,826,no,no,no,unknown,24,feb,174,1,2,other,no,married,secondary
43116,20,student,4000.0,215,no,no,no,cellular,24,feb,175,1,6,success,yes,single,secondary
43117,48,housemaid,16000.0,5473,no,no,no,cellular,24,feb,127,2,2,success,yes,married,tertiary
43118,38,blue-collar,20000.0,711,no,yes,no,cellular,24,feb,254,5,1,other,no,single,secondary
43119,53,admin.,50000.0,944,no,yes,no,cellular,24,feb,128,1,0,unknown,no,married,tertiary
43120,60,admin.,50000.0,106,no,no,no,cellular,24,feb,137,1,4,success,yes,married,secondary
43121,34,technician,60000.0,31,no,no,no,unknown,24,feb,108,1,0,unknown,no,married,tertiary
43122,70,retired,55000.0,2346,no,no,no,cellular,24,feb,694,1,5,failure,yes,married,primary
43123,78,retired,55000.0,3219,no,no,no,cellular,24,feb,151,1,0,unknown,yes,divorced,secondary
43124,61,management,100000.0,87,no,yes,no,cellular,24,feb,190,2,0,unknown,no,married,tertiary
43125,52,admin.,50000.0,2227,no,no,no,cellular,24,feb,242,2,0,unknown,yes,single,unknown
43126,61,self-employed,60000.0,6610,no,no,no,cellular,24,feb,481,2,0,unknown,yes,divorced,tertiary
43127,52,technician,60000.0,196,no,yes,yes,cellular,24,feb,116,1,3,failure,no,married,secondary
43128,58,management,100000.0,4606,no,no,no,telephone,24,feb,601,2,0,unknown,no,married,tertiary
43129,25,student,4000.0,469,no,no,no,cellular,24,feb,524,1,2,success,no,single,secondary
43130,77,retired,55000.0,680,no,no,no,telephone,24,feb,513,2,7,failure,no,married,primary
43131,46,admin.,50000.0,2033,no,no,no,cellular,24,feb,99,2,5,failure,no,married,unknown
43132,64,retired,55000.0,1977,no,no,no,cellular,24,feb,160,2,0,unknown,no,married,primary
43133,37,management,100000.0,255,no,no,no,cellular,24,feb,562,2,10,success,yes,married,tertiary
43134,33,services,70000.0,1852,no,no,no,telephone,25,feb,371,1,3,other,no,single,secondary
43135,25,services,70000.0,94,no,no,no,unknown,25,feb,32,1,0,unknown,no,single,secondary
43136,71,entrepreneur,120000.0,15265,no,no,no,cellular,25,feb,865,1,2,failure,no,married,tertiary
43137,63,retired,55000.0,1849,no,no,no,cellular,25,feb,125,6,2,failure,no,married,unknown
43138,27,services,70000.0,195,no,yes,no,cellular,25,feb,416,3,0,unknown,yes,single,secondary
43139,33,technician,60000.0,8023,no,no,no,cellular,25,feb,196,1,4,failure,no,married,tertiary
43140,56,management,100000.0,4623,no,no,no,cellular,25,feb,305,1,1,success,yes,married,unknown
43141,63,technician,60000.0,973,no,no,no,cellular,25,feb,318,1,1,success,yes,married,secondary
43142,59,technician,60000.0,7766,no,yes,no,cellular,25,feb,1422,1,1,failure,yes,married,secondary
43143,22,student,4000.0,948,no,no,no,telephone,25,feb,169,1,3,success,yes,single,secondary
43144,30,student,4000.0,48,no,no,no,cellular,25,feb,217,1,2,success,yes,single,secondary
43145,66,management,100000.0,2149,no,yes,no,cellular,25,feb,98,1,10,failure,yes,married,unknown
43146,70,management,100000.0,4,no,no,no,cellular,25,feb,511,5,4,failure,no,married,secondary
43147,36,management,100000.0,688,no,no,no,cellular,25,feb,293,3,2,failure,no,single,tertiary
43148,74,retired,55000.0,1413,no,no,no,cellular,25,feb,385,2,0,unknown,yes,married,primary
43149,27,technician,60000.0,241,no,no,yes,unknown,26,feb,889,1,0,unknown,no,married,secondary
43150,24,student,4000.0,486,no,no,no,cellular,26,feb,281,2,2,other,no,single,secondary
43151,52,technician,60000.0,117,no,no,no,cellular,26,feb,959,3,6,success,yes,married,secondary
43152,71,retired,55000.0,0,no,no,no,cellular,26,feb,771,1,1,success,yes,divorced,secondary
43153,33,management,100000.0,71,no,no,no,cellular,26,feb,335,3,2,failure,yes,married,tertiary
43154,56,technician,60000.0,1938,no,no,yes,cellular,26,feb,229,1,4,success,yes,married,secondary
43155,47,admin.,50000.0,66,no,no,no,cellular,26,feb,297,1,1,success,no,married,unknown
43156,34,self-employed,60000.0,173,no,no,no,unknown,26,feb,36,1,0,unknown,no,married,secondary
43157,37,management,100000.0,3654,no,no,no,cellular,26,feb,262,1,2,other,no,married,tertiary
43158,30,management,100000.0,5359,no,no,no,cellular,26,feb,427,1,3,success,yes,single,tertiary
43159,28,student,4000.0,1925,no,no,no,cellular,26,feb,139,1,3,success,no,single,secondary
43160,27,blue-collar,20000.0,23,no,no,no,cellular,26,feb,590,2,0,unknown,no,single,secondary
43161,73,retired,55000.0,519,no,no,no,telephone,26,feb,270,3,2,success,yes,married,unknown
43162,48,technician,60000.0,3519,no,no,yes,cellular,26,feb,229,1,2,failure,no,married,secondary
43163,67,retired,55000.0,8465,no,no,no,cellular,26,feb,234,1,0,unknown,no,married,primary
43164,60,housemaid,16000.0,211,no,no,no,cellular,26,feb,480,2,1,failure,no,married,primary
